96,Canada's main naval base on the eastern seaboard is in this Nova Scotia capital,Halifax,Halifax,Kyoto,Chicago,Halifax,WORLD CITIES,4,"{""question_id"":61698,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:09:04,2024-07-17 09:09:04
99,"Appropriately, the Royal Shakespeare Co. performs the man's plays in this town; Shottery is one mile west",Stratford-upon-Avon,Stratford-upon-Avon,Nottingham,Stratford-upon-Avon,Stratford-upon-Avon,THINK OF ENGLAND,4,"{""question_id"":505163,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Nottingham,\nBirmingham,\nManchester,""}",2024-07-17 09:10:06,2024-07-17 09:10:06
102,Ouagadougou is the capital of ______?,Burkina Faso,Burkina Faso,Austria,Verrazano Narrows,Portugal,GEOGRAPHY,4,"{""question_id"":691267,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Austria,\nC\u00f4te d voire,\nPortugal,""}",2024-07-17 09:11:06,2024-07-17 09:11:06
103,"""Take thy beak from out my heart, and take thy form from off my door!""",Edgar Allan Poe,Edgar Allan Poe,Edgar Allan Poe,Edgar Allan Poe,Mary Shelley,WORDS OF THE WRITER,4,"{""question_id"":453491,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:11:17,2024-07-17 09:11:17
104,"Disturbing the peace & loitering can be part of the crime known as this type of ""conduct""",disorderly,disorderly,a disciple,disorderly,a discontinuity,"CAN WE ""DIS""CUSS?",4,"{""question_id"":685045,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Indiscipline,\nRespect,\nRebellion,""}",2024-07-17 09:12:07,2024-07-17 09:12:07
105,"""Only Connect"" is from this E.M. Forster novel about a country house",Howards End,Howards End,a pearl,Howards End,Mao Zedong,QUOTE-POURRI,4,"{""question_id"":677372,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:12:27,2024-07-17 09:12:27
106,Vulpine,a fox,a fox,a fox,ape,a fox,DESCRIBING THE ANIMAL,4,"{""question_id"":570888,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""A wolf,\nA tiger,\nAn ape,""}",2024-07-17 09:13:02,2024-07-17 09:13:02
107,"In 1971 Viggo Rasmussen, managing director of this country's Tuborg Brewery, was kidnapped",Denmark,Denmark,Benjamin Franklin,Cecil Rhodes,China,HISTORY,4,"{""question_id"":72953,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:13:19,2024-07-17 09:13:19
108,"A state park in Burnet County, Texas appropriately bears the name of this breed of cattle",longhorn,longhorn,minutemen,longhorn,Louisiana,IN THE PARK,4,"{""question_id"":498725,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:13:32,2024-07-17 09:13:32
109,The colors of France's tricolor flag,"red, white & blue","red, white & blue",cigarette smoke,a water pump,a jack rabbit,LEFTOVERS,4,"{""question_id"":150879,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Black, red & green,\nYellow \nBlack & white,""}",2024-07-17 09:14:25,2024-07-17 09:14:25
110,In 1989 Gin Miller joined this shoe company as creative director for step training,Reebok,Reebok,the ridiculous,The 39 Steps,the ridiculous,WATCH YOUR STEP,4,"{""question_id"":413197,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:14:53,2024-07-17 09:14:53
111,"A denial, in Pig Latin",ixnay,ixnay,a girlcott,pre-boarding,a girlcott,NEW WORDS IN THE OED,4,"{""question_id"":496309,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:15:33,2024-07-17 09:15:33
112,"After the dough is made & shaped, this happens to the bagels before they are baked, unusual among bread products",boiling,boiling,boiling,lox (or smoked salmon),poppyseed,BAGELS,4,"{""question_id"":617998,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Melting,\nEvaporation,\nCooling,""}",2024-07-17 09:16:17,2024-07-17 09:16:17
114,A properly stocked first aid kit should have some of the butterfly type of these,Bandages,Bandages,Drew Barrymore,Bandages,Drew Barrymore,BUTTERFLY POTPOURRI,4,"{""question_id"":345571,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Syringes,\nGloves,\nPins,""}",2024-07-17 09:17:03,2024-07-17 09:17:03
115,In Which African Country Is The Seaport Of Banana,"The Democratic Republic Of Congo , Formally Zaire","The Democratic Republic Of Congo , Formally Zaire",Addicted,They All Disappeared Without A Trace,Elton John & Rod Stewart,PEOPLE_AND_PLACES,4,"{""question_id"":700603,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Zaire,\nMalawi,\nZimbabwe,""}",2024-07-17 09:17:36,2024-07-17 09:17:36
116,Joe ate some of the scenery as Heimlich the Ravenous Caterpillar in this 1998 animated feature,A Bug's Life,A Bug's Life,Finding Nemo,Finding Nemo,Beauty & The Beast,JOE RANFT: PIXAR LEGEND,4,"{""question_id"":476920,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:17:58,2024-07-17 09:17:58
117,"Joaquin Phoenix hides that he's from a family full of cops, including brother Mark Wahlberg in this 2007 drama",We Own the Night,We Own the Night,In the Heat of the Night,In the Heat of the Night,We Own the Night,"MOVIE ""NIGHT""",4,"{""question_id"":487652,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:18:30,2024-07-17 09:18:30
119,Quad Cities is a Midwestern gaming hub with casinos in Bettendorf & this other trisyllabic Iowa city,Davenport,Davenport,the burn,the pit boss,the pit boss,CASINO,4,"{""question_id"":611135,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:18:57,2024-07-17 09:18:57
122,"His resume includes trumpeter, book deliverer, archangel & announcer",Gabriel,Gabriel,an antenna,an antenna,playing cards,STUFF,4,"{""question_id"":306989,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Michael,\nElijah,\nJudas,""}",2024-07-17 09:19:40,2024-07-17 09:19:40
123,A referee sounds it to signal an infraction,a whistle,a whistle,a depot,a whistle,a depot,A SPOT OF SILENT T,4,"{""question_id"":615583,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""A depot,\nA siren,\nA trumpet,""}",2024-07-17 09:20:22,2024-07-17 09:20:22
125,"This twin-tube tunnel under the Hudson was named for its designer, who died during its construction",(Clifford) Holland,(Clifford) Holland,an elevator,composite,composite,ENGINEERING,4,"{""question_id"":137997,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:20:32,2024-07-17 09:20:32
127,"11 times, plus 5 in the ABA: What's up, Doc? He was�when he dunked",Julius Erving,Julius Erving,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,NBA ALL-STARS,4,"{""question_id"":590888,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Kyrie Irving,\nMichael Jordan,\nSteph Curry,""}",2024-07-17 09:22:00,2024-07-17 09:22:00
129,"Oops, you crammed for the multistate bar exam but this state with laws deriving from the Napoleonic code doesn't use it",Louisiana,Louisiana,a litmus test,the eye test (or the vision test),Army Rangers,YOU SHALL NOT PASS!,4,"{""question_id"":629546,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Texas,\nCalifornia,\nIllinois,""}",2024-07-17 09:22:50,2024-07-17 09:22:50
131,"Bangor, Swansea",Wales,Wales,Wales,Scotland,Wales,"ENGLAND, SCOTLAND OR WALES",4,"{""question_id"":470747,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:23:26,2024-07-17 09:23:26
132,"As a result of the 1967 Arab-Israel War, Israel took control of this disputed piece of land along the Mediterranean",the Gaza Strip,the Gaza Strip,Macao,the Baltic Sea,the Gaza Strip,HISTORY & GEOGRAPHY,4,"{""question_id"":535214,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Macao,\nThe Baltic sea,\nGibraltar,""}",2024-07-17 09:24:11,2024-07-17 09:24:11
133,You know it's a classy joint when you see this in the minibar,a Toblerone,a Toblerone,50 meters,the desk clerk,the desk clerk,WELCOME TO OUR FINE HOTEL,4,"{""question_id"":513966,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:24:29,2024-07-17 09:24:29
134,"A delicious hors d'oeuvre is this French cheese, perhaps de Melun, baked in pastry",Brie,Brie,avocado,Thailand,melon,APPETIZERS,4,"{""question_id"":269714,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Avocado,\nMelon,""}",2024-07-17 09:25:15,2024-07-17 09:25:15
135,"The dramatization of this Erskine Caldwell novel ran for more than 3,000 performances on Broadway",Tobacco Road,Tobacco Road,Jessica Tandy (his wife),Jessica Tandy (his wife),The Taming of the Shrew,"""T""HEATER",4,"{""question_id"":336231,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:25:22,2024-07-17 09:25:22
136,Many have spiced up a visit to Louisiana by touring the Avery Island factory that makes this hot sauce,Tabasco,Tabasco,mustard,ramen,ramen,MUSEUMS FOR FOODIES,4,"{""question_id"":678402,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:25:47,2024-07-17 09:25:47
139,"Permutation, pernegation, perpetration",permutation,permutation,differential,differential,differential,SPOT THE MATH TERM,4,"{""question_id"":573256,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Pernegation,\nPerpetration,\nPenetration,""}",2024-07-17 09:27:07,2024-07-17 09:27:07
140,This New York City tavern at 54 Pearl Street is known for its Long Room where Washington said farewell to his officers in 1783,the Fraunces Tavern,the Fraunces Tavern,Buddha,1976,fall (storming) of the Bastille (French Revolution),LANDMARKS,4,"{""question_id"":50980,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:27:44,2024-07-17 09:27:44
141,"In 1993 Soul Asylum ""bought a ticket for"" this title transport, ""like a madman laughin' at the rain""","""Runaway Train""","""Runaway Train""","""Take The Money And Run""","""Run To You""","""Runaway Train""","A ""RUN"" OF TOP 40 HITS",4,"{""question_id"":596354,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:27:59,2024-07-17 09:27:59
142,"""Water"" is one suggested original meaning for this first name of swimming's Mr. Lochte",Ryan,Ryan,Kelly,Ryan,McCoy,IRISH NAME DERIVATIONS,4,"{""question_id"":673580,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Kelly,\nJames,\nMcCoy,""}",2024-07-17 09:28:26,2024-07-17 09:28:26
144,1935 & 1960 films made possible only through the efforts of Mount Vesuvius,The Last Days of Pompeii,The Last Days of Pompeii,The Last Detail,The Last Days of Pompeii,The Last Hurrah,"""LAST"" MOVIES",4,"{""question_id"":110893,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:28:50,2024-07-17 09:28:50
147,"Cameron Thomaz was known by a short form of ""Wizard""; a relative added an Arabic word & now Cameron is him",Wiz Khalifa,Wiz Khalifa,21 Savage,Wiz Khalifa,DJ Kool Herc,HIP-HOP NAMES,4,"{""question_id"":687029,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""21 savage,\nDrake,\nDJ Khalid,""}",2024-07-17 09:29:31,2024-07-17 09:29:31
148,Check this out! Its special holdings include Washington's copy of his farewell address,New York Public Library,New York Public Library,Gracie Mansion,Peter Minuit,Peter Minuit,NEW YORK CITY,4,"{""question_id"":122776,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:29:39,2024-07-17 09:29:39
149,"Her gang included Herman, Lloyd, Arthur & Fred�her four sons",Ma Barker,Ma Barker,Ma Barker,Lucrezia Borgia,Mata Hari,WICKED WOMEN,4,"{""question_id"":225448,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:29:47,2024-07-17 09:29:47
150,"On this sitcom Duff Beer is on tap at Moe's Tavern where the clientele is always ""animated""","""The Simpsons""","""The Simpsons""","""Love And War""","""Love And War""","""Roseanne""",TV BARS & RESTAURANTS,4,"{""question_id"":285625,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:29:54,2024-07-17 09:29:54
152,"This 20th century Swiss artist's painting ""Highways and Byways"" really gives me Wanderlust",Paul Klee,Paul Klee,Paris,Wall Street,Paris,EASEL DOWN THE ROAD,4,"{""question_id"":558781,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:30:06,2024-07-17 09:30:06
153,"In II Timothy 4:7 Paul recounts, ""I have finished my course, I have kept"" this",The faith,The faith,The sun,Bread,Bread,PHRASES FROM THE GOOD BOOK,4,"{""question_id"":345765,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Hope,\nTrust,\nBelief,""}",2024-07-17 09:30:27,2024-07-17 09:30:27
155,In Oct. 2007 Times Business reported this British band would let fans name their price to download the new album,Radiohead,Radiohead,China,China,Radiohead,THE NEW YORK TIMES BUSINESS,4,"{""question_id"":459927,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:30:55,2024-07-17 09:30:55
53,The barren ground type of this deer is native to the tundra regions of Alaska & Canada,caribou,caribou,a chimpanzee,a caribou,clams,"""C"" CREATURES",8,"{""question_id"":294931,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 08:50:02,2024-07-17 08:50:02
74,A shed for your Cessna,an airplane hangar,an airplane hangar,the Hanging Gardens of Babylon,an airplane hangar,hangover,"HOW'S IT ""HANG""ING?",8,"{""question_id"":424547,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""hanger lease \nAircraft shelter \nhangar home \nTie downs""}",2024-07-17 09:01:21,2024-07-17 09:01:21
90,John Kelly took on this White House job in July 2017,chief of staff,chief of staff,fisticuffs,Hasenpfeffer,chief of staff,THE 3 F CLUB,8,"{""question_id"":635977,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Secretary of state\nNational security advisor \nPress secretary""}",2024-07-17 09:05:00,2024-07-17 09:05:00
97,"""Name: Richard Kimble. Profession: Doctor of Medicine. Destination: Death Row...""",The Fugitive,The Fugitive,The Fugitive,The Twilight Zone,The Twilight Zone,TV SHOW OPENING NARRATIONS,8,"{""question_id"":424193,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""House, MD \nGrey's anatomy \nER\nChicago Med""}",2024-07-17 09:09:06,2024-07-17 09:09:06
145,"The AHA's Heart Walk raises money ""to save lives from this country's No. 1 and No. 5 killers, heart disease and"" this",stroke,stroke,stroke,Vancouver & Victoria,the AIDS Project,THAT'S WHAT I'M WALKING ABOUT,8,"{""question_id"":655062,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Cancer\nDiabetes \nAlzheimer's Disease \nChronic Obstructive Diseases""}",2024-07-17 09:29:02,2024-07-17 09:29:02
160,"Naturally, this liqueur whose name is German for caraway seeds is flavored with caraway seeds",Kummel,Kummel,a fifth,a kamikaze,40%,POTENT POTABLES,8,"{""question_id"":49826,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Cointreau \nAperol \nAquavit \nLimoncello""}",2024-07-17 09:39:53,2024-07-17 09:39:53
162,"Hey, Lassie, the name of this dog breed may come from a Scottish word meaning ""sooty with coal dust""",Collie,Collie,a myna,Senate,tariff,WORD ORIGINS,8,"{""question_id"":24781,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Cairn Terrier \nSkye Terrier \nBorder Collie \nScottish Terrier""}",2024-07-17 09:49:47,2024-07-17 09:49:47
164,"The water tower is one of this city's attractions found inside a musical snow globe that plays ""My Kinda Town""",Chicago,Chicago,Geiger counter,Chicago,Chicago,SOUVENIRS & COLLECTIBLES,8,"{""question_id"":425986,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""New York city \nSan Francisco \nLas Vegas""}",2024-07-17 09:52:49,2024-07-17 09:52:49
170,"In 1977 voters elected Ernest N. ""Dutch"" Morial the 1st black mayor of this city",New Orleans,New Orleans,New Salem,New Orleans,New Zealand,"""NEW"" ON THE MAP",8,"{""question_id"":205670,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Deroit \nAtlanta \nHouston \nLos Angeles""}",2024-07-17 09:57:50,2024-07-17 09:57:50
26,Which French phrase can mean tastes differ?,Chacun a son gout,Pret-a-porter,Pour encourager les autres,Chacun a son gout,Idee fixe,general,10,"{""question_id"":710362,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Le go\u00fbt diff\u00e9re,""}",2024-07-17 08:33:37,2024-07-17 08:33:37
33,In 1949 this U.N. diplomat & future Nobel Peace Prize winner was awarded the NAACP's Spingarn Medal,Ralph Bunche,Ralph Bunche,Margaret Mead,the Polaroid camera,the Philippines,THE 1940s,10,"{""question_id"":216437,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""It was never a UN diplomat,""}",2024-07-17 08:39:28,2024-07-17 08:39:28
37,"In this Pearl Buck novel, Wang Lung pulls a ricksha to provide for his family",The Good Earth,The Good Earth,Prometheus Unbound,Alexander Pope,John Donne,LITERATURE,10,"{""question_id"":45116,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Wang Lung does not pull a ricksha to provide for his family,""}",2024-07-17 08:41:25,2024-07-17 08:41:25
42,"Mais oui, it's French for ""cheese""",fromage,fromage,"""Too-Ra-Loo-Ra-Loo-Ral""",frostbite,"""Too-Ra-Loo-Ra-Loo-Ral""","""TO"" & ""FRO""",10,"{""question_id"":536289,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Mais oui: This is a French phrase meaning \""Yes, that's right.\"",""}",2024-07-17 08:43:08,2024-07-17 08:43:08
51,"This national-named dish of poultry, greens & crunchy bits was popularized at Madame Wu's restaurant in the '60s",Chinese chicken salad,Chinese chicken salad,The Jungle,The Jungle,The Joy of Cooking,FOOD STUFF,10,"{""question_id"":323945,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""General Tso's Chicken,""}",2024-07-17 08:48:14,2024-07-17 08:48:14
101,"With over 2,500 versions, it's been listed in Guinness as the most recorded song in history","""Yesterday""","""Yesterday""","""Lucy in the Sky with Diamonds""","""Lucy in the Sky with Diamonds""","""Yesterday""",BEATLES REMAKES,10,"{""question_id"":421536,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""According to the Guinness World Records, the song with the most recorded versions is actually \""Summertime\"", not \""Yesterday\"".  \""Summertime\"" has been recorded over 67,591 times!\n\n\""Yesterday\"" is still a very popular song with over 2,200 covers, but it doesn't quite hold the record,""}",2024-07-17 09:10:58,2024-07-17 09:10:58
161,Type of post-election election that involved the two men here in December 2022,a runoff,a runoff,a runoff,checks & balances,checks & balances,POLITICS TALK,10,"{""question_id"":685641,""invalid_context"":true,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:44:41,2024-07-17 09:44:41
27,"A recent play about a young Vladimir Putin has this word for ""rule by thieves"" as its title",kleptocracy,kleptocracy,kleptocracy,Gloria Steinem,Joan of Arc,RECENT PLAYS FROM REAL LIFE,11,"{""question_id"":655576,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""Repetition""}",2024-07-17 08:34:38,2024-07-17 08:34:38
28,"Nearly 50 years after it was published, her ""Are You There, God? It's Me, Margaret"" is still being challenged",(Judy) Blume,(Judy) Blume,Ulysses,Fifty Shades of Grey,Ulysses,CHALLENGED & BANNED BOOKS,11,"{""question_id"":637367,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""Repetition""}",2024-07-17 08:36:20,2024-07-17 08:36:20
30,"In June Bulgaria holds an annual harvest festival of these blossoms, the month's traditional flower",Rose,Rose,Ferdinand Magellan,Edmonton,Brazil,AROUND THE WORLD,11,"{""question_id"":261659,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 08:38:20,2024-07-17 08:38:20
32,An English dance called the Sir Roger de Coverley evolved into a jolly dance for couples called this state's reel,the Virginia reel,the Virginia reel,(Roger) Bannister,Roger Ebert,the Virginia reel,THE JOLLY ROGER,11,"{""question_id"":618825,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""Repetition of choices""}",2024-07-17 08:39:13,2024-07-17 08:39:13
35,"(Kelly displays perilous instruments of destruction.) In the West, the ninja combat weapon known as shuriken are called throwing these",stars,stars,an elbow,an elbow,kendo,COMBAT!,11,"{""question_id"":480505,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""Repetition of choices""}",2024-07-17 08:40:12,2024-07-17 08:40:12
39,You win if you pocket the 8-ball on this first shot of the game,the break,the break,golf,golf,water polo,THE RULES OF THE GAME,11,"{""question_id"":626356,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""Repetition of choices""}",2024-07-17 08:41:45,2024-07-17 08:41:45
41,"The OED defines this 3-letter word from Mexican Spanish as ""a form of address for a man""",ese,ese,Pig Latin,ese,Al dente,LOANWORDS,11,"{""question_id"":305447,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""Repetition of choices""}",2024-07-17 08:42:40,2024-07-17 08:42:40
57,"A.E. Housman, ""loveliest of trees,"" this now ""is hung with bloom along the bow""",a cherry tree,a cherry tree,a cherry tree,a nightingale,a cherry tree,NATURE POETRY,11,"{""question_id"":441729,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""a cherry tree,\na cherry tree,\na nightingale,\na cherry tree, be""}",2024-07-17 08:51:25,2024-07-17 08:51:25
65,"""Is there no one else? Is there no one else?""",Troy,Troy,National Treasure,Troy,The Incredibles,QUOTABLE MOVIES 2004,11,"{""question_id"":443546,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Troy,\nNational Treasure,\nTroy,\nThe Incredibles,""}",2024-07-17 08:54:54,2024-07-17 08:54:54
72,The mother of the man who founded this U.S. college in 1636 lived in a house that still stands on High Street,Harvard,Harvard,the First Folio,daub,daub,SHAKESPEARE'S STRATFORD,11,"{""question_id"":410831,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Harvard,\nthe First Folio,\ndaub,\ndaub,""}",2024-07-17 09:01:07,2024-07-17 09:01:07
75,It was a capital idea to found Albany on the banks of this river,the Hudson,the Hudson,upstate,Cooperstown,Cooperstown,NEW YORK STATE OF MIND,11,"{""question_id"":638683,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""the Hudson,\nupstate,\nCooperstown,\nCooperstown""}",2024-07-17 09:01:51,2024-07-17 09:01:51
76,"Jackson was born March 15, 1767 in the Waxhaw area of this state but N. Carolina also claimed him as a native",South Carolina,South Carolina,train,train,South Carolina,THE ANDREW JACKSON 5,11,"{""question_id"":386025,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""South Carolina,\ntrain,\ntrain,\nSouth Carolina.""}",2024-07-17 09:02:22,2024-07-17 09:02:22
78,In Yemen Iran & Saudi Arabia are waging this type of war where others do the fighting,proxy,proxy,sheep & goats,Mecca,Qatar,ARABIA,11,"{""question_id"":668176,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":null}",2024-07-17 09:02:45,2024-07-17 09:02:45
